prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,intdrug
15428,178945001000027100,72129020,29,Femeron 2% w/v Cream (Johnson+Johnson MSD Consumer Pharmaceuticals),Miconazole nitrate,20mg/1gram,Cream,Vaginal,07020200,Vaginal And Vulval Infections,February 2009,1
46823,39702111000001104,98708020,18,Pazopanib 400mg tablets,Pazopanib hydrochloride,400mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,February 2012,1
75422,32506411000001108,66036021,0,Erythromycin ethyl succinate 500mg tablets (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,500mg,Tablet,Oral,05010500,Macrolides,April 2019,1
39866,9798311000001104,68098020,69,Warfarin 1mg tablets (Almus Pharmaceuticals Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,August 2009,1
53715,17965511000001108,78523020,0,Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd),Clarithromycin,500mg,Tablet,Oral,00000000,Unknown,February 2013,1
55397,21935011000001104,47444020,1,Erythromycin 250mg gastro-resistant capsules (Waymade Healthcare Plc),Erythromycin,250mg,Gastro-resistant capsule,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,May 2013,1
51509,19835411000001104,38963020,3,Warfarin 1mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,January 2013,1
65066,30318111000001108,54171021,4924,Empagliflozin 12.5mg / Metformin 1g tablets,Empagliflozin/Metformin hydrochloride,12.5mg + 1gram,Tablet,Oral,06010210,Gliflozins Plus Metformin,December 2015,1
14961,4186111000001101,82697020,500,Berocca effervescent tablets orange (Bayer Plc),Pantothenic acid/Ascorbic acid/Cyanocobalamin/Zinc/Magnesium/Pyridoxine/Nicotinic acid/Riboflavin/Thiamine/Folic acid/Calcium/Biotin,22.7mg + 476mg + 8.6microgram + 9mg + 95mg + 7.1mg + 45.3mg + 13.6mg + 10.4mg + 366microgram + 95mg + 130microgram,Effervescent tablet,Oral,09040251,Nutritional Supplements,February 2009,1
66048,14005611000001108,11004020,7,Tildiem Retard 120mg tablets (DE Pharmaceuticals),Diltiazem hydrochloride,120mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,April 2016,1
16693,19635001000027100,50491020,508,Monistat 2% Cream (Ward Surgical & Supplies Ltd),Miconazole nitrate,20mg/1gram,Cream,Vaginal,07020200,Vaginal And Vulval Infections,February 2009,1
46465,41762411000001104,98424020,147,Eltrombopag 25mg tablets,Eltrombopag olamine,25mg,Tablet,Oral,09010400,Drugs Used In Platelet Disorders,November 2011,1
9148,40295001000027104,53074020,741,Erythromid ds 500mg Tablet (Abbott Laboratories Ltd),Erythromycin,500mg,Tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
85573,110965001000027100,62567020,0,Erythromycin 250mg/5ml Liquid (Co-Pharma Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2022,1
60308,468911000001109,05868020,1,Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,July 2014,1
397,89765001000027100,59402020,438890,Erythromycin 125mg/5ml oral suspension,Erythromycin Ethyl Succinate,125mg/5ml,Suspension,Oral,05010500,Macrolides,February 2009,1
62552,223411000001100,00861020,0,Verapamil 80mg tablets (Alliance Healthcare (Distribution) Ltd),Verapamil hydrochloride,80mg,Tablet,Oral,02060200,Calcium-Channel Blockers,March 2015,1
86528,40470511000001104,01312022,1,Generic Kaftrio 37.5mg/25mg/50mg tablets,Ivacaftor/Tezacaftor/Elexacaftor,37.5mg + 25mg + 50mg,Tablet,Oral,00000000,Unknown,July 2022,1
76409,172545001000027100,71161020,2,Miconazole Tampon,Miconazole Nitrate,,Tampon,,07020200,Vaginal And Vulval Infections,May 2019,1
993,40325001000027104,53077020,22907,Erythroped forte 500mg/5ml Liquid (Abbott Laboratories Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
81076,21911311000001100,47067020,0,Verapamil 40mg tablets (Waymade Healthcare Plc),Verapamil hydrochloride,40mg,Tablet,Oral,02060200,Calcium-Channel Blockers,July 2020,1
72191,17462011000001108,98712020,2,Votrient 400mg tablets (Novartis Pharmaceuticals UK Ltd),Pazopanib hydrochloride,400mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,May 2018,1
47377,203095001000027100,77095020,43,Ciclosporin 25mg Capsule (Hillcross Pharmaceuticals Ltd),Ciclosporin,25mg,Capsule,Oral,01050300/08020200,Products Affecting The Immune Response In Chronic Bowel Problems/Corticosteroids And Other Immunosuppressants,June 2012,1
10688,318248001,69592020,36821,Verapamil 160mg tablets,Verapamil hydrochloride,160mg,Tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
16038,5711000001106,87830020,44215,Dilzem SR 120 capsules (Teva UK Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
76547,21911511000001104,47090020,0,Verapamil 80mg tablets (Waymade Healthcare Plc),Verapamil hydrochloride,80mg,Tablet,Oral,02060200,Calcium-Channel Blockers,June 2019,1
62881,16222711000001104,97343020,2,Prezista 75mg tablets (Janssen-Cilag Ltd),Darunavir ethanolate,75mg,Tablet,Oral,05030151,Protease Inhibitors,April 2015,1
5054,336611000001101,79521020,56583,Angitil SR 180 capsules (Ethypharm UK Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
51484,16071211000001106,02298020,2,Warfarin 1mg tablets (Bristol Laboratories Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,January 2013,1
14379,2957011000001101,86194020,6630,Lipantil Micro 67 capsules (Viatris UK Healthcare Ltd),Fenofibrate micronised,67mg,Capsule,Oral,02120300,Fibrates,February 2009,1
33823,8089611000001108,88280020,39,Glivec 100mg tablets (Novartis Pharmaceuticals UK Ltd),Imatinib mesilate,100mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,February 2009,1
1748,867011000001103,53062020,10014,Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd),Verapamil hydrochloride,120mg,Tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
76563,39695911000001104,73900021,21,Imatinib 400mg capsules,Imatinib mesilate,400mg,Capsule,Oral,08010551,Protein Kinase Inhibitors,June 2019,1
68429,24615311000001104,26726021,10,Diltiazem 120mg modified-release capsules (Ethigen Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,December 2016,1
78152,896311000001100,56210020,777,Verapamil 120mg tablets (IVAX Pharmaceuticals UK Ltd),Verapamil hydrochloride,120mg,Tablet,Oral,02060200,Calcium-Channel Blockers,October 2019,1
30520,222485001000027100,83249020,16,Primacine 125mg/5ml Liquid (Pinewood Healthcare),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
81591,35206711000001104,79808021,1,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd),Ciclosporin,100mg/1ml,Oral solution,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,September 2020,1
5511,41787411000001104,64111020,24791,Fluconazole 50mg/5ml oral suspension,Fluconazole,10mg/1ml,Oral suspension,Oral,05020100,Triazole Antifungals,February 2009,1
39713,15000911000001100,96403020,56414,Ranolazine 500mg modified-release tablets,Ranolazine,500mg,Modified-release tablet,Oral,02060300,Other Anti-Angina Products,June 2009,1
41586,7911000001103,56375020,26,Verapamil 80mg tablets (Accord-UK Ltd),Verapamil hydrochloride,80mg,Tablet,Oral,02060200,Calcium-Channel Blockers,March 2010,1
42190,216255001000027100,81334020,2,Nicotinic acid with colecalciferol and calcium gluconate Tablet,Calcium Gluconate/Colecalciferol/Nicotinic Acid,,Tablet,Oral,02060400,Peripheral Vasodilators And Related Products,April 2010,1
17586,550211000001104,80135020,59635,Slozem 300mg capsules (Zentiva Pharma UK Ltd),Diltiazem hydrochloride,300mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
64890,260255001000027100,98541020,0,Diltiazem cream,Diltiazem Hydrochloride,,,,01070400,Anal Fissure Management,December 2015,1
41679,534011000001101,56209020,32,Verapamil 80mg tablets (IVAX Pharmaceuticals UK Ltd),Verapamil hydrochloride,80mg,Tablet,Oral,02060200,Calcium-Channel Blockers,March 2010,1
45820,18468211000001108,99368020,19,Nilotinib 150mg capsules,Nilotinib hydrochloride monohydrate,150mg,Capsule,Oral,08010551,Protein Kinase Inhibitors,August 2011,1
48217,18172711000001108,77715020,0,Leflunomide 10mg tablets (medac UK),Leflunomide,10mg,Tablet,Oral,10010302,Drugs Affecting The Immune Response In Rheumatic Disease,December 2012,1
42082,4334111000001107,79077020,29,VFEND 50mg tablets (Pfizer Ltd),Voriconazole,50mg,Tablet,Oral,05020100,Triazole Antifungals,April 2010,1
65344,30318411000001104,54177021,975,Empagliflozin 5mg / Metformin 850mg tablets,Empagliflozin/Metformin hydrochloride,5mg + 850mg,Tablet,Oral,06010210,Gliflozins Plus Metformin,January 2016,1
70751,14285111000001108,02411020,13,Bezalip Mono 400mg modified-release tablets (Sigma Pharmaceuticals Plc),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,November 2017,1
34918,642911000001101,57163020,22,Warfarin 5mg tablets (Accord-UK Ltd),Warfarin sodium,5mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
59585,21965711000001100,47168020,1,Uard 120XL capsules (Ennogen Healthcare Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,April 2014,1
79228,18756811000001108,78011020,0,Leflunomide 10mg tablets (A A H Pharmaceuticals Ltd),Leflunomide,10mg,Tablet,Oral,10010302,Drugs Affecting The Immune Response In Rheumatic Disease,December 2019,1
34457,4218711000001102,65634020,3,Fluconazole 50mg capsules (Viatris UK Healthcare Ltd),Fluconazole,50mg,Capsule,Oral,05020100,Triazole Antifungals,February 2009,1
81667,36866311000001104,86449021,12,Voriconazole 100mg tablets,Voriconazole,100mg,Tablet,Oral,05020100,Triazole Antifungals,September 2020,1
57032,18288311000001104,77754020,1,Warfarin 1mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Warfarin sodium,1mg/1ml,Oral suspension,Oral,02080200,Oral Anticoagulants,September 2013,1
2326,89785001000027100,59404020,43847,Erythromycin 500mg/5ml oral suspension,Erythromycin Ethyl Succinate,500mg/5ml,Suspension,Oral,05010500,Macrolides,February 2009,1
4923,197585001000027100,75521020,61837,Diltiazem 24hr 180mg modified-release capsules,Diltiazem Hydrochloride,180mg,24 Hour Modified Release Capsules,Oral,02060200,Calcium-Channel Blockers,February 2009,1
64933,13721411000001104,02460020,0,Fenofibrate micronised 267mg capsules (Ranbaxy (UK) Ltd),Fenofibrate micronised,267mg,Capsule,Oral,02120300,Fibrates,December 2015,1
1574,36565011000001104,68472020,225431,Verapamil 120mg modified-release capsules,Verapamil hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
53449,18056411000001108,05849020,2,Erythrocin 500 tablets (Lexon (UK) Ltd),Erythromycin stearate,500mg,Tablet,Oral,05010500,Macrolides,January 2013,1
52906,789411000001103,05831020,0,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,January 2013,1
34416,524811000001109,63426020,48,Warfarin 1mg tablets (Kent Pharma (UK) Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
733,41949111000001104,68309020,350646,Erythromycin ethyl succinate 500mg tablets,Erythromycin ethyl succinate,500mg,Tablet,Oral,05010500,Macrolides,February 2009,1
54975,21835311000001100,46809020,16,Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd),Ciclosporin,100mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,May 2013,1
41489,580711000001101,95547020,815,Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,March 2010,1
66008,30175711000001100,54172021,1587,Synjardy 12.5mg/1000mg tablets (Boehringer Ingelheim Ltd),Empagliflozin/Metformin hydrochloride,12.5mg + 1gram,Tablet,Oral,06010210,Gliflozins Plus Metformin,April 2016,1
16850,144811000001101,83067020,1875,Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd),Diltiazem hydrochloride,120mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
74355,29856311000001104,52262021,0,Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,January 2019,1
13127,733511000001107,87836020,72251,Dilzem XL 240 capsules (Teva UK Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
50205,17628011000001100,05844020,82,Erythrolar 250mg tablets (Ennogen Pharma Ltd),Erythromycin stearate,250mg,Tablet,Oral,05010500,Macrolides,January 2013,1
11777,4139411000001106,75258020,4504,Verapamil 40mg/5ml oral solution sugar free,Verapamil hydrochloride,8mg/1ml,Oral solution,Oral,02060200,Calcium-Channel Blockers,February 2009,1
67560,30761911000001100,57355021,1,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Clarithromycin,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,September 2016,1
46962,283711000001104,60308020,65,Colchicine 500microgram tablets (A A H Pharmaceuticals Ltd),Colchicine,500microgram,Tablet,Oral,10010450,Acute Attacks Of Gout,March 2012,1
14816,3253811000001107,86013020,1615,Klaricid Adult 250mg granules sachets (Viatris UK Healthcare Ltd),Clarithromycin,250mg,Granules,Oral,05010500,Macrolides,February 2009,1
32387,241395001000027100,89626020,96,Adeks Drops (Scandipharm),Pantothenic Acid/Biotin/Ascorbic Acid/Nicotinic Acid/Phytomenadione/Riboflavin/Pyridoxine/Alpha Tocopherol/Vitamin A/Zinc Sulphate/Colecalciferol/Beta Carotene/Thiamine/Vitamin B12,,Drops,Oral,09060750,-,February 2009,1
13856,7855011000001100,84570020,2000,Verapress MR 240mg tablets (Actavis UK Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
32281,41791311000001104,91129020,29,Lopinavir 200mg / Ritonavir 50mg tablets,Ritonavir/Lopinavir,50mg + 200mg,Tablet,Oral,05030151,Protease Inhibitors,February 2009,1
18643,14685001000027108,49902020,220,Ilosone 500mg Tablet (Dista Products Ltd),Erythromycin,500mg,Tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
18379,353011000001101,86144020,2534,Dilcardia SR 90mg capsules (Viatris UK Healthcare Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
68868,33616311000001104,71395021,79,Epclusa 400mg/100mg tablets (Gilead Sciences Ltd),Velpatasvir/Sofosbuvir,100mg + 400mg,Tablet,Oral,05030302,Chronic Hepatitis C,February 2017,1
48163,14694011000001106,75951020,3,Clarithromycin 250mg tablets (Actavis UK Ltd),Clarithromycin,250mg,Tablet,Oral,05010500,Macrolides,December 2012,1
39007,13505811000001106,94803020,67,Loramyc 50mg muco-adhesive buccal tablets (Laboratoires BioAlliance Pharma),Miconazole,50mg,Muco-adhesive buccal tablet,Buccal,12030200,Oropharyngeal Anti-Infective Drugs,February 2009,1
38541,41758711000001104,87722020,27,Atazanavir 200mg capsules,Atazanavir sulfate,200mg,Capsule,Oral,05030151,Protease Inhibitors,February 2009,1
4489,10305001000027100,49294020,4911,Erycen 250mg Tablet (Berk Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
34837,111015001000027100,62571020,29,Erythromycin 250mg Gastro-resistant tablet (Co-Pharma Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
72488,33424611000001104,70361021,1,Diltiazem 300mg modified-release capsules (A A H Pharmaceuticals Ltd),Diltiazem hydrochloride,300mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,July 2018,1
46955,803411000001104,60640020,19,Verapamil 80mg tablets (Viatris UK Healthcare Ltd),Verapamil hydrochloride,80mg,Tablet,Oral,02060200,Calcium-Channel Blockers,March 2012,1
59022,23163711000001108,17575021,30,Stribild 150mg/150mg/200mg/245mg tablets (Gilead Sciences Ltd),Elvitegravir/Emtricitabine/Cobicistat/Tenofovir disoproxil fumarate,150mg + 200mg + 150mg + 245mg,Tablet,Oral,05030100,HIV Infection,March 2014,1
105,10415001000027108,49307020,120822,Erythroped 250mg/5ml Liquid (Abbott Laboratories Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
87966,17880311000001100,02477020,0,Fenofibrate micronised 160mg tablets (A A H Pharmaceuticals Ltd),Fenofibrate micronised,160mg,Tablet,Oral,02120300,Fibrates,April 2023,1
34086,22275001000027104,50811020,328,Warfarin 3mg Tablet (Celltech Pharma Europe Ltd),Warfarin sodium,3mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
4330,642811000001106,81558020,33314,Sporanox-Pulse 100mg capsules (Janssen-Cilag Ltd),Itraconazole,100mg,Capsule,Oral,05020100,Triazole Antifungals,February 2009,1
84488,28394811000001108,44212021,2,Darunavir 800mg / Cobicistat 150mg tablets,Darunavir ethanolate/Cobicistat,800mg + 150mg,Tablet,Oral,05030151,Protease Inhibitors,September 2021,1
67344,24343511000001100,23042021,14,Diltiazem 300mg modified-release capsules (Ennogen Pharma Ltd),Diltiazem hydrochloride,300mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,August 2016,1
